sourceTaxonId,sourceTaxonName,Taxonomic Level,EOL ID,WORMS ID,Common Name,Specify More,Done = 1,Added as new agents,Notes,Aggregated taxa,reported,search term,...14,...15,...16,...17,...18,who searched,date(s) searched
NA,Saccharina latissima,Species,NA,NA,NA,NA,1,NA,search laimaria saccharina,NA,NA,done,NA,NA,NA,NA,NA,NA,
NA,Saccorhiza dermatodea,Species,NA,NA,NA,NA,1,NA,NA,NA,NA,done,NA,NA,NA,NA,NA,NA,
NA,Schizomavella auriculata,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schizomavella auriculata AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Schizoporella unicornis,Species,NA,NA,NA,NA,1,NA,NA,NA,NA,done,NA,NA,NA,NA,NA,NA,
NA,Scophthalmus aquosus,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scophthalmus aquosus AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Scypha sp.,Genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scypha sp. AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Sebastes fasciatus,Species,NA,NA,NA,NA,1,NA,NA,NA,NA,done,NA,NA,NA,NA,NA,NA,
NA,Serpulorbis,Genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serpulorbis AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Sertularia argentea,Species,NA,NA,NA,NA,NA,NA,NA,Sertularia sp.,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sertularia cupressina,Species,NA,NA,NA,NA,NA,NA,NA,Sertularia sp.,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sertularia similis,Species,NA,NA,NA,NA,NA,NA,NA,Sertularia sp.,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sertularia latiuscula,Species,NA,NA,NA,NA,NA,NA,NA,Sertularia sp.,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sertularia mirabilis,Species,NA,NA,NA,NA,NA,NA,NA,Sertularia sp.,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sertularia fabricii,Species,NA,NA,NA,NA,NA,NA,NA,Sertularia sp.,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sertularia tenera,Species,NA,NA,NA,NA,NA,NA,NA,Sertularia sp.,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sertularia schmidti,Species,NA,NA,NA,NA,NA,NA,NA,Sertularia sp.,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sertularia marginata,Species,NA,NA,NA,NA,NA,NA,NA,Sertularia sp.,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sertularia gracilis,Species,NA,NA,NA,NA,NA,NA,NA,Sertularia sp.,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sertularia robusta,Species,NA,NA,NA,NA,NA,NA,NA,Sertularia sp.,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Solaster endeca,Species,NA,NA,NA,NA,1,NA,NA,NA,NA,done,NA,NA,NA,NA,NA,NA,
NA,Spermothamnion repens,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spermothamnion repens AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Sphoeroides maculatus,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphoeroides maculatus AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Squalus acanthias,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Squalus acanthias AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Stenotomus chrysops,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stenotomus chrysops AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Stichaeus punctatus,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stichaeus punctatus AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Strongylocentrotus droebachiensis,Species,NA,NA,NA,NA,1,NA,NA,NA,NA,done,NA,NA,NA,NA,NA,NA,
NA,Styela clava,Species,NA,NA,NA,NA,1,NA,NA,NA,NA,done,NA,NA,NA,NA,NA,NA,
NA,Syngnathus fuscus,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syngnathus fuscus AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Tautoga onitis,Species,NA,NA,NA,NA,1,NA,NA,NA,NA,done,NA,NA,NA,NA,NA,NA,
NA,Tautogolabrus adspersus,Species,NA,NA,NA,NA,1,NA,NA,NA,NA,done,NA,NA,NA,NA,NA,NA,
Testudinalia testudinalis,Tectura testudinalis,Species,NA,NA,NA,NA,1,NA,NA,NA,NA,done,NA,NA,NA,NA,NA,NA,
NA,Titanoderma pustulatum,Species,NA,NA,NA,NA,NA,NA,NA,Titanoderma spp.,NA,"Titanoderma pustulatum AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Tricellaria inopinata,Species,NA,NA,NA,NA,1,NA,NA,NA,NA,done,NA,NA,NA,NA,NA,NA,
NA,Tubular Ulvoid,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tubular Ulvoid AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Ulvaria subbifurcata,Species,NA,NA,NA,NA,1,NA,NA,Ulvaria,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ulvaria obscura,Species,NA,NA,NA,NA,1,NA,NA,Ulvaria,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ulvaria obscura var. blyttii,Species,NA,NA,NA,NA,1,NA,found nothing,Ulvaria,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ulvaria splendens,Species,NA,NA,NA,NA,1,NA,NA,Ulvaria,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Unidentified anemone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified anemone AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Unidentified Arborescent Bryozoans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified Arborescent Bryozoans AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Unidentified Compound tunicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified Compound tunicate AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Unidentified Erect Coralline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified Erect Coralline AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Unidentified Filamentous Red,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified Filamentous Red AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Unidentified Hydroid spp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified Hydroid spp. AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Unidentified Red Blade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified Red Blade AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
Urophycis regia,Urophycis regia,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urophycis regia AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Urticina felina,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urticina felina AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Zoarces americanus,Species,NA,NA,NA,NA,1,NA,NA,NA,NA,done,NA,NA,NA,NA,NA,NA,
NA,Zostera marina,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zostera marina AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Larus argentatus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,"Larus argentatus AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Larus marinus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,"Larus marinus AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Nucella lapillus,Species,NA,NA,dogwhelk,NA,1,1,NA,NA,NA,done,NA,NA,NA,NA,NA,NA,
NA,Mercenaria mercenaria,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,"Mercenaria mercenaria AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Mya arenaria,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,"Mya arenaria AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Littorina littorea,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,"Littorina littorea AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Littorina obtusata,Species,NA,NA,flat periwinkle,NA,NA,1,NA,NA,NA,"Littorina obtusata AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv*)",NA,NA,NA,NA,NA,NA,
NA,Isodictya deichmannae,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Brachyura,Infraorder,NA,NA,Crabs,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Amphipoda,Order,NA,NA,Amphipods,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Detritus,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Mollusca,Phylum,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pagurus longicarpus,Species,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Tritonia plebia,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Microspongium alariae,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Gastropoda,Class,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Crustacea,Subphylum,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Echinodermata,Phylum,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,helminths,Phylum,NA,NA,roundworms/flatworms,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Coryphella salmonacea,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pseudopleuronectes americanus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Limandia ferruginea,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ephemeroptera,Order,NA,NA,aquatic insects,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Insecta,Class,NA,NA,insects,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Oronectes,Genus,NA,NA,crayfish,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Percopsis omiscomaycus,Species,NA,NA,"trout-perch, grounder, sand minnow",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Thunnus thynnus,Species,NA,NA,Atlantic bluefin tuna,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Coryphella salmonacea,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lamna nasus,Species,NA,NA,"porbeagle, mackerel shark",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Asterias,Genus,NA,NA,sea stars,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Dictyopteris,Genus,NA,NA,algae (that common seaweed that dries up on beach),NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cliona celata,Species,NA,NA,red boring sponge,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Gracilaria tikvahiae,Species,NA,NA,graceful red weed,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Fucus vesiculosus,Species,NA,NA,bladderwrack,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Hypnea,Genus,NA,NA,red algae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Gracilaria,Genus,NA,NA,red algae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Chondria,Genus,NA,NA,red algae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Anachis lafresnayi,Species,NA,NA,well-ribbed dovesnail,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Mitrella lunata,Species,NA,NA,sea snails (dove shell),NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Anachis lafresnayi,Species,NA,NA,dove snail,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Carcinus maemis,Species,NA,NA,green crab,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Libinia,Genus,NA,NA,crabs,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Xanthidae,Family,NA,NA,"mud crabs, pebble crabs, rubble crabs",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Asterias vulgaris,Species,NA,NA,sea stars,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Laminaria,Genus,NA,NA,brown algae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Mytilus,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Halichondria,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Aplidium glabrum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Asterias vulgaris,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Littorina obtusata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Semibalanus balanoides,Species,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Laminaria longicruris,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Corallina officinalis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Agarum cribrosum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Aeolidia papillosa,Species,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Tonicella lineata,Species,NA,NA,NA,NA,1,1,NA,Tonicella,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Tonicella marmorea,Species,NA,NA,NA,NA,1,1,NA,Tonicella,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lithothamnion glaciale,Species,NA,NA,NA,NA,1,1,NA,Lithothamnion,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Phymatolithon rugulosum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Acmaea tessulata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cadlina laevis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Macrozoarces americanus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lagodon rhomboides,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Libinia dubia,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Mithrax forceps,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Padina,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Dictyota menstrualis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sargassum,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Dictyota cilioata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Littorina,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Nassarius obsoletus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Fundulus heteroclitus,Species,NA,NA,mummichog/killfish,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Mytilus trossulus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ensis directus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Gasterosteus aculeatus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Macoma balthica,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cycloporus japonicus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cycloporus papillosus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Erato voluta,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Leptasterias polaris,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sceletonema costatum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Rhyncocinetes typus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Tetrapygus niger,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Anachis avara,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Botrylloides diegensis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Haematopus palliatus palliatus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Argopecten irradians,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Chione cancellata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Geukensia demissa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Limulus polyphemus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Busycon,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Busycotypus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Anadara brasiliana,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Dyspanopeus sayi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Polychaeta,Class,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Urosalpinx cinerea,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Anchoa,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Brevoortia tyrannus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Citheronia regalis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Morone americana,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Tagelus plebeius,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Rapana venosa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Panopeus herbstii,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Crangon septemspinosa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Palaemonetes pugio,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Nassarius trivittatus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Mulinia lateralis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Tellina agilis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pectinaria gouldii,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ampelisca sp.,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Chilomycterus schoepfi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Opsanus tau,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Katelysia scalarina,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Aulacomya atra,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Osmerus mordax,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pandalus montagui,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ammodytes dubius,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Clupea harengus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Polychaetes,Class,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ammodytes,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Mustelus canis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Solenidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Rhizoprionodon terraenovae,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Osteichthyes,Class,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lolliguncula brevis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ophidion marginatum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
