SITE,YEAR,TRANSECT,SPECIES
Baker North,2018,2,Myoxocephalus
Baker North,2018,2,Myoxocephalus scorpioides
Baker North,2018,2,Mytilus edulis
Baker North,2018,2,Palmaria palmata
Baker North,2018,2,Pholis gunnellus
Baker North,2018,2,Porphyra spp.
Baker North,2018,2,Red Algal Turf
Baker North,2018,2,Saccharina latissima
Baker North,2018,2,Schizomavella auriculata
Baker North,2018,2,Unidentified Red Blade
Baker North,2018,3,Anomia
Baker North,2018,3,Anomia peruviana
Baker North,2018,3,Anomia simplex
Baker North,2018,3,Asterias forbesi
Baker North,2018,3,Blady Ulvoid
Baker North,2018,3,Botrylloides violaceus
Baker North,2018,3,Cancer borealis
Baker North,2018,3,Cancer irroratus
Baker North,2018,3,Chondrus crispus
Baker North,2018,3,Corallina officinalis
Baker North,2018,3,Desmarestia aculeata
Baker North,2018,3,Desmarestia viridis
Baker North,2018,3,Didemnum vexillum
Baker North,2018,3,Heterosiphonia japonica
Baker North,2018,3,Homarus americanus
Baker North,2018,3,Leptophytum acervatum
Baker North,2018,3,Lithophyllum spp.
Baker North,2018,3,Lithothamnion
Baker North,2018,3,Lithothamnion lemoineae
Baker North,2018,3,Lithothamnion tophiforme
Baker North,2018,3,Mastocarpus stellatus
Baker North,2018,3,Myoxocephalus
Baker North,2018,3,Myoxocephalus scorpioides
Baker North,2018,3,Mytilus edulis
Baker North,2018,3,Palmaria palmata
Baker North,2018,3,Pholis gunnellus
Baker North,2018,3,Porphyra spp.
Baker North,2018,3,Red Algal Turf
Baker North,2018,3,Saccharina latissima
Baker North,2018,3,Tautogolabrus adspersus
Baker North,2018,3,Unidentified Filamentous Red
Baker North,2018,4,Agarum clathratum
Baker North,2018,4,Asterias rubens
Baker North,2018,4,Bonnemaisonia hamifera
Baker North,2018,4,Botrylloides violaceus
Baker North,2018,4,Cancer borealis
Baker North,2018,4,Cancer irroratus
Baker North,2018,4,Chondrus crispus
Baker North,2018,4,Crepidula fornicata
Baker North,2018,4,Cystoclonium purpureum
Baker North,2018,4,Desmarestia aculeata
Baker North,2018,4,Desmarestia viridis
Baker North,2018,4,Didemnum vexillum
Baker North,2018,4,Euthora cristata
Baker North,2018,4,Henricia sanguinolenta
Baker North,2018,4,Heterosiphonia japonica
Baker North,2018,4,Homarus americanus
Baker North,2018,4,Leptophytum acervatum
Baker North,2018,4,Lithothamnion
Baker North,2018,4,Lithothamnion lemoineae
Baker North,2018,4,Lithothamnion tophiforme
Baker North,2018,4,Myoxocephalus
Baker North,2018,4,Myoxocephalus scorpioides
Baker North,2018,4,Mytilus edulis
Baker North,2018,4,Palmaria palmata
Baker North,2018,4,Pholis gunnellus
Baker North,2018,4,Phycodrys rubens
Baker North,2018,4,Polysiphonia
Baker North,2018,4,Polysiphonia arctica
Baker North,2018,4,Polysiphonia flexicaulis
Baker North,2018,4,Polysiphonia subtilissima
Baker North,2018,4,Saccharina latissima
Baker North,2018,4,Spermothamnion repens
Baker North,2018,4,Tautogolabrus adspersus
Baker North,2018,4,UNID Juv Laminariales
Baker South,2014,1,Amphipod tube mat
Baker South,2014,1,Barnacle
Baker South,2014,1,Bonnemaisonia hamifera
Baker South,2014,1,Botrylloides violaceus
Baker South,2014,1,Cancer borealis
Baker South,2014,1,Cancer irroratus
Baker South,2014,1,Chondrus crispus
Baker South,2014,1,Corallina officinalis
Baker South,2014,1,Crepidula fornicata
Baker South,2014,1,Cystoclonium purpureum
Baker South,2014,1,Desmarestia viridis
Baker South,2014,1,Didemnum vexillum
Baker South,2014,1,Encrusting coralline
Baker South,2014,1,Heterosiphonia japonica
Baker South,2014,1,Homarus americanus
Baker South,2014,1,Lithothamnion
Baker South,2014,1,Lithothamnion lemoineae
Baker South,2014,1,Lithothamnion tophiforme
Baker South,2014,1,Mastocarpus stellatus
Baker South,2014,1,Metridium senile
Baker South,2014,1,Myoxocephalus
Baker South,2014,1,Myoxocephalus scorpioides
Baker South,2014,1,Pholis gunnellus
Baker South,2014,1,Pollachius virens
Baker South,2014,1,Polysiphonia
Baker South,2014,1,Polysiphonia arctica
Baker South,2014,1,Polysiphonia flexicaulis
Baker South,2014,1,Polysiphonia subtilissima
Baker South,2014,1,Porphyra spp.
Baker South,2014,1,Saccharina latissima
Baker South,2014,1,Strongylocentrotus droebachiensis
Baker South,2014,1,Tricellaria inopinata
Baker South,2014,1,UNID Juv Laminariales
Baker South,2014,1,Unidentified Filamentous Red
Baker South,2014,2,Ahnfeltia plicata
Baker South,2014,2,Amphipod tube mat
Baker South,2014,2,Bonnemaisonia hamifera
Baker South,2014,2,Cancer borealis
Baker South,2014,2,Cancer irroratus
Baker South,2014,2,Ceramium
Baker South,2014,2,Chondrus crispus
Baker South,2014,2,Crepidula fornicata
Baker South,2014,2,Cystoclonium purpureum
Baker South,2014,2,Desmarestia aculeata
Baker South,2014,2,Desmarestia viridis
Baker South,2014,2,Encrusting coralline
Baker South,2014,2,Heterosiphonia japonica
Baker South,2014,2,Hildenbrandia rubra
Baker South,2014,2,Homarus americanus
Baker South,2014,2,Lithothamnion
Baker South,2014,2,Lithothamnion lemoineae
Baker South,2014,2,Lithothamnion tophiforme
Baker South,2014,2,Mastocarpus stellatus
Baker South,2014,2,Myoxocephalus
Baker South,2014,2,Myoxocephalus scorpioides
Baker South,2014,2,Mytilus edulis
Baker South,2014,2,Palmaria palmata
Baker South,2014,2,Pholis gunnellus
Baker South,2014,2,Phycodrys rubens
Baker South,2014,2,Polysiphonia
Baker South,2014,2,Polysiphonia arctica
Baker South,2014,2,Polysiphonia flexicaulis
Baker South,2014,2,Polysiphonia subtilissima
Baker South,2014,2,Porphyra spp.
Baker South,2014,2,Red Algal Turf
Baker South,2014,2,Saccharina latissima
Baker South,2014,2,Tautogolabrus adspersus
Baker South,2014,2,Tricellaria inopinata
Baker South,2014,2,UNID Juv Laminariales
Baker South,2014,2,Unidentified Filamentous Red
Baker South,2014,2,Unidentified Red Blade
Baker South,2014,3,Ahnfeltia plicata
Baker South,2014,3,Amphipod tube mat
Baker South,2014,3,Blady Ulvoid
Baker South,2014,3,Bonnemaisonia hamifera
Baker South,2014,3,Botrylloides violaceus
Baker South,2014,3,Busycotypus canaliculatus
Baker South,2014,3,Cancer irroratus
Baker South,2014,3,Ceramium
Baker South,2014,3,Chondrus crispus
Baker South,2014,3,Crepidula fornicata
Baker South,2014,3,Cystoclonium purpureum
Baker South,2014,3,Desmarestia aculeata
Baker South,2014,3,Desmarestia viridis
Baker South,2014,3,Diatom Tube Mat
Baker South,2014,3,Encrusting coralline
Baker South,2014,3,Halosiphon tomentosus
Baker South,2014,3,Hemitripterus americanus
Baker South,2014,3,Henricia sanguinolenta
Baker South,2014,3,Heterosiphonia japonica
Baker South,2014,3,Hildenbrandia rubra
Baker South,2014,3,Homarus americanus
Baker South,2014,3,Lithothamnion
Baker South,2014,3,Lithothamnion lemoineae
Baker South,2014,3,Lithothamnion tophiforme
Baker South,2014,3,Mastocarpus stellatus
Baker South,2014,3,Myoxocephalus
Baker South,2014,3,Myoxocephalus scorpioides
Baker South,2014,3,Palmaria palmata
Baker South,2014,3,Pholis gunnellus
Baker South,2014,3,Phycodrys rubens
Baker South,2014,3,Phymatolithon
Baker South,2014,3,Phymatolithon calcareum
Baker South,2014,3,Phymatolithon laevigatum
Baker South,2014,3,Phymatolithon lamii
Baker South,2014,3,Phymatolithon lenormandii
Baker South,2014,3,Porphyra spp.
Baker South,2014,3,Red Algal Turf
Baker South,2014,3,Saccharina latissima
Baker South,2014,3,Tautogolabrus adspersus
Baker South,2014,3,Tricellaria inopinata
Baker South,2014,3,UNID Juv Laminariales
Baker South,2014,4,Ahnfeltia plicata
Baker South,2014,4,Amphipod tube mat
Baker South,2014,4,Asterias forbesi
Baker South,2014,4,Asterias rubens
Baker South,2014,4,Blady Ulvoid
Baker South,2014,4,Bonnemaisonia hamifera
Baker South,2014,4,Botrylloides violaceus
Baker South,2014,4,Cancer irroratus
Baker South,2014,4,Chondrus crispus
Baker South,2014,4,Corallina officinalis
Baker South,2014,4,Crepidula fornicata
Baker South,2014,4,Cystoclonium purpureum
Baker South,2014,4,Desmarestia aculeata
Baker South,2014,4,Desmarestia viridis
Baker South,2014,4,Didemnum vexillum
Baker South,2014,4,Encrusting coralline
Baker South,2014,4,Halichondria  panicea
Baker South,2014,4,Hemitripterus americanus
Baker South,2014,4,Heterosiphonia japonica
Baker South,2014,4,Homarus americanus
Baker South,2014,4,Lithothamnion
Baker South,2014,4,Lithothamnion lemoineae
Baker South,2014,4,Lithothamnion tophiforme
Baker South,2014,4,Mastocarpus stellatus
Baker South,2014,4,Myoxocephalus
Baker South,2014,4,Myoxocephalus scorpioides
Baker South,2014,4,Palmaria palmata
Baker South,2014,4,Pholis gunnellus
Baker South,2014,4,Polysiphonia
Baker South,2014,4,Polysiphonia arctica
Baker South,2014,4,Polysiphonia flexicaulis
Baker South,2014,4,Polysiphonia subtilissima
Baker South,2014,4,Porphyra spp.
Baker South,2014,4,Red Algal Turf
Baker South,2014,4,Saccharina latissima
Baker South,2014,4,Spermothamnion repens
Baker South,2014,4,Tautogolabrus adspersus
Baker South,2014,4,Tricellaria inopinata
Baker South,2014,4,Unidentified Erect Coralline
Baker South,2015,1,Agarum clathratum
Baker South,2015,1,Asterias forbesi
Baker South,2015,1,Asterias rubens
Baker South,2015,1,Botrylloides violaceus
Baker South,2015,1,Cancer borealis
Baker South,2015,1,Cancer irroratus
Baker South,2015,1,Chondrus crispus
Baker South,2015,1,Cliona
Baker South,2015,1,Cliona celata
Baker South,2015,1,Cliona lobata
Baker South,2015,1,Cliona undulata
Baker South,2015,1,Coccotylus truncatus
Baker South,2015,1,Corallina officinalis
Baker South,2015,1,Crepidula fornicata
Baker South,2015,1,Cystoclonium purpureum
Baker South,2015,1,Desmarestia aculeata
Baker South,2015,1,Desmarestia viridis
Baker South,2015,1,Encrusting coralline
Baker South,2015,1,Halosiphon tomentosus
Baker South,2015,1,Henricia sanguinolenta
Baker South,2015,1,Heterosiphonia japonica
Baker South,2015,1,Homarus americanus
Baker South,2015,1,Leptophytum acervatum
Baker South,2015,1,Lithophyllum spp.
Baker South,2015,1,Lithothamnion
Baker South,2015,1,Lithothamnion lemoineae
Baker South,2015,1,Lithothamnion tophiforme
Baker South,2015,1,Mastocarpus stellatus
Baker South,2015,1,Myoxocephalus
Baker South,2015,1,Myoxocephalus scorpioides
Baker South,2015,1,Palmaria palmata
Baker South,2015,1,Pholis gunnellus
Baker South,2015,1,Phymatolithon
Baker South,2015,1,Phymatolithon calcareum
Baker South,2015,1,Phymatolithon laevigatum
Baker South,2015,1,Phymatolithon lamii
Baker South,2015,1,Phymatolithon lenormandii
Baker South,2015,1,Polysiphonia
Baker South,2015,1,Polysiphonia arctica
Baker South,2015,1,Polysiphonia flexicaulis
Baker South,2015,1,Polysiphonia subtilissima
Baker South,2015,1,Porphyra spp.
Baker South,2015,1,Red Algal Turf
Baker South,2015,1,Saccharina latissima
Baker South,2015,1,Tautogolabrus adspersus
Baker South,2015,1,Tricellaria inopinata
Baker South,2015,1,UNID Juv Laminariales
Baker South,2015,1,Unidentified Red Blade
Baker South,2015,2,Agarum clathratum
Baker South,2015,2,Anomia
Baker South,2015,2,Anomia peruviana
Baker South,2015,2,Anomia simplex
Baker South,2015,2,Asterias forbesi
Baker South,2015,2,Asterias rubens
Baker South,2015,2,Botrylloides violaceus
Baker South,2015,2,Busycotypus canaliculatus
Baker South,2015,2,Cancer borealis
Baker South,2015,2,Cancer irroratus
Baker South,2015,2,Chondrus crispus
Baker South,2015,2,Coccotylus truncatus
Baker South,2015,2,Corallina officinalis
Baker South,2015,2,Cystoclonium purpureum
Baker South,2015,2,Desmarestia aculeata
Baker South,2015,2,Desmarestia viridis
Baker South,2015,2,Diatom Tube Mat
Baker South,2015,2,Encrusting coralline
Baker South,2015,2,Henricia sanguinolenta
Baker South,2015,2,Heterosiphonia japonica
Baker South,2015,2,Homarus americanus
Baker South,2015,2,Lithothamnion
Baker South,2015,2,Lithothamnion lemoineae
Baker South,2015,2,Lithothamnion tophiforme
Baker South,2015,2,Mastocarpus stellatus
Baker South,2015,2,Myoxocephalus
Baker South,2015,2,Myoxocephalus scorpioides
Baker South,2015,2,Mytilus edulis
Baker South,2015,2,Palmaria palmata
Baker South,2015,2,Pholis gunnellus
Baker South,2015,2,Phymatolithon
Baker South,2015,2,Phymatolithon calcareum
Baker South,2015,2,Phymatolithon laevigatum
Baker South,2015,2,Phymatolithon lamii
Baker South,2015,2,Phymatolithon lenormandii
Baker South,2015,2,Polysiphonia
Baker South,2015,2,Polysiphonia arctica
Baker South,2015,2,Polysiphonia flexicaulis
Baker South,2015,2,Polysiphonia subtilissima
Baker South,2015,2,Porphyra spp.
Baker South,2015,2,Red Algal Turf
Baker South,2015,2,Saccharina latissima
Baker South,2015,2,Tautogolabrus adspersus
Baker South,2015,2,Tectura testudinalis
Baker South,2015,2,Tricellaria inopinata
Baker South,2015,2,UNID Juv Laminariales
Baker South,2015,2,Unidentified Red Blade
Baker South,2015,3,Agarum clathratum
Baker South,2015,3,Ahnfeltia plicata
Baker South,2015,3,Asterias forbesi
Baker South,2015,3,Asterias rubens
Baker South,2015,3,Blady Ulvoid
Baker South,2015,3,Boltenia echinata
Baker South,2015,3,Cancer borealis
Baker South,2015,3,Cancer irroratus
Baker South,2015,3,Carcinus maenas
Baker South,2015,3,Chondrus crispus
Baker South,2015,3,Clathromorphum circumscriptum
Baker South,2015,3,Coccotylus truncatus
Baker South,2015,3,Corallina officinalis
Baker South,2015,3,Crepidula fornicata
Baker South,2015,3,Cystoclonium purpureum
Baker South,2015,3,Desmarestia aculeata
Baker South,2015,3,Desmarestia viridis
Baker South,2015,3,Diatom Tube Mat
Baker South,2015,3,Encrusting coralline
Baker South,2015,3,Euthora cristata
Baker South,2015,3,Henricia sanguinolenta
Baker South,2015,3,Heterosiphonia japonica
Baker South,2015,3,Hildenbrandia rubra
Baker South,2015,3,Homarus americanus
Baker South,2015,3,Lithothamnion
Baker South,2015,3,Lithothamnion lemoineae
Baker South,2015,3,Lithothamnion tophiforme
Baker South,2015,3,Mastocarpus stellatus
Baker South,2015,3,Myoxocephalus
Baker South,2015,3,Myoxocephalus scorpioides
Baker South,2015,3,Mytilus edulis
Baker South,2015,3,Palmaria palmata
Baker South,2015,3,Pholis gunnellus
Baker South,2015,3,Phymatolithon
Baker South,2015,3,Phymatolithon calcareum
Baker South,2015,3,Phymatolithon laevigatum
Baker South,2015,3,Phymatolithon lamii
Baker South,2015,3,Phymatolithon lenormandii
Baker South,2015,3,Polysiphonia
Baker South,2015,3,Polysiphonia arctica
Baker South,2015,3,Polysiphonia flexicaulis
Baker South,2015,3,Polysiphonia subtilissima
Baker South,2015,3,Porphyra spp.
Baker South,2015,3,Red Algal Turf
Baker South,2015,3,Saccharina latissima
Baker South,2015,3,Tautogolabrus adspersus
Baker South,2015,3,Tricellaria inopinata
Baker South,2015,3,UNID Juv Laminariales
Baker South,2015,4,Agarum clathratum
Baker South,2015,4,Ahnfeltia plicata
Baker South,2015,4,Asterias forbesi
Baker South,2015,4,Asterias rubens
Baker South,2015,4,Botrylloides violaceus
Baker South,2015,4,Cancer borealis
Baker South,2015,4,Cancer irroratus
Baker South,2015,4,Carcinus maenas
Baker South,2015,4,Chondrus crispus
Baker South,2015,4,Coccotylus truncatus
Baker South,2015,4,Corallina officinalis
Baker South,2015,4,Crepidula fornicata
Baker South,2015,4,Cystoclonium purpureum
Baker South,2015,4,Desmarestia aculeata
Baker South,2015,4,Desmarestia viridis
Baker South,2015,4,Diatom Tube Mat
Baker South,2015,4,Didemnum vexillum
Baker South,2015,4,Encrusting coralline
Baker South,2015,4,Henricia sanguinolenta
Baker South,2015,4,Heterosiphonia japonica
Baker South,2015,4,Homarus americanus
Baker South,2015,4,Lithophyllum spp.
Baker South,2015,4,Lithothamnion
Baker South,2015,4,Lithothamnion lemoineae
Baker South,2015,4,Lithothamnion tophiforme
Baker South,2015,4,Mastocarpus stellatus
Baker South,2015,4,Myoxocephalus
Baker South,2015,4,Myoxocephalus scorpioides
Baker South,2015,4,Palmaria palmata
Baker South,2015,4,Pholis gunnellus
Baker South,2015,4,Phymatolithon
Baker South,2015,4,Phymatolithon calcareum
Baker South,2015,4,Phymatolithon laevigatum
Baker South,2015,4,Phymatolithon lamii
Baker South,2015,4,Phymatolithon lenormandii
Baker South,2015,4,Pollachius virens
Baker South,2015,4,Polysiphonia
Baker South,2015,4,Polysiphonia arctica
Baker South,2015,4,Polysiphonia flexicaulis
Baker South,2015,4,Polysiphonia subtilissima
Baker South,2015,4,Ptilota serrata
Baker South,2015,4,Red Algal Turf
Baker South,2015,4,Saccharina latissima
Baker South,2015,4,Spermothamnion repens
Baker South,2015,4,Tautogolabrus adspersus
Baker South,2015,4,Tricellaria inopinata
Baker South,2015,4,UNID Juv Laminariales
Baker South,2015,4,Unidentified Red Blade
Baker South,2016,1,Agarum clathratum
Baker South,2016,1,Asterias forbesi
Baker South,2016,1,Asterias rubens
Baker South,2016,1,Bonnemaisonia hamifera
Baker South,2016,1,Botrylloides violaceus
Baker South,2016,1,Bugula turrita
Baker South,2016,1,Bugulina spicata
Baker South,2016,1,Cancer borealis
Baker South,2016,1,Cancer irroratus
Baker South,2016,1,Chondrus crispus
Baker South,2016,1,Corallina officinalis
Baker South,2016,1,Crepidula fornicata
Baker South,2016,1,Desmarestia aculeata
Baker South,2016,1,Desmarestia viridis
Baker South,2016,1,Didemnum vexillum
Baker South,2016,1,Encrusting coralline
Baker South,2016,1,Halichondria  panicea
Baker South,2016,1,Henricia sanguinolenta
Baker South,2016,1,Heterosiphonia japonica
Baker South,2016,1,Homarus americanus
Baker South,2016,1,Ischnochiton ruber
Baker South,2016,1,Leptophytum acervatum
Baker South,2016,1,Lichenopora verrucaria
Baker South,2016,1,Lithophyllum spp.
Baker South,2016,1,Lithothamnion
Baker South,2016,1,Lithothamnion lemoineae
Baker South,2016,1,Lithothamnion tophiforme
Baker South,2016,1,Mastocarpus stellatus
Baker South,2016,1,Membranipora membranacea
Baker South,2016,1,Modiolus modiolus
Baker South,2016,1,Myoxocephalus
Baker South,2016,1,Myoxocephalus scorpioides
Baker South,2016,1,Myoxocephalus scorpius
Baker South,2016,1,Palmaria palmata
Baker South,2016,1,Pholis gunnellus
Baker South,2016,1,Phymatolithon
Baker South,2016,1,Phymatolithon calcareum
Baker South,2016,1,Phymatolithon laevigatum
Baker South,2016,1,Phymatolithon lamii
Baker South,2016,1,Phymatolithon lenormandii
Baker South,2016,1,Polysiphonia
Baker South,2016,1,Polysiphonia arctica
Baker South,2016,1,Polysiphonia flexicaulis
Baker South,2016,1,Polysiphonia subtilissima
Baker South,2016,1,Saccharina latissima
Baker South,2016,1,Spermothamnion repens
Baker South,2016,1,Tautogolabrus adspersus
Baker South,2016,1,Tectura testudinalis
Baker South,2016,1,Tricellaria inopinata
Baker South,2016,1,UNID Juv Laminariales
Baker South,2016,2,Agarum clathratum
Baker South,2016,2,Asterias forbesi
Baker South,2016,2,Asterias rubens
Baker South,2016,2,Bugula turrita
Baker South,2016,2,Cancer borealis
Baker South,2016,2,Cancer irroratus
